Date of transaction,Entity name,Number of units,Unit type
13/03/2023,"Natural Capital Partners Americas, LLC","316,688",CER
13/03/2023,"Natural Capital Partners Americas, LLC","4,200",CER
13/03/2023,"Natural Capital Partners Americas, LLC",50,CER
13/03/2023,"Natural Capital Partners Americas, LLC",978,CER
13/03/2023,"Natural Capital Partners Americas, LLC",921,CER
13/03/2023,"Natural Capital Partners Americas, LLC","17,000",CER
13/03/2023,"Natural Capital Partners Americas, LLC",97,CER
13/03/2023,"Natural Capital Partners Americas, LLC",798,CER
13/03/2023,"Natural Capital Partners Americas, LLC","1,995",CER
13/03/2023,"Natural Capital Partners Americas, LLC","128,316",CER
13/03/2023,"Natural Capital Partners Americas, LLC",803,CER
13/03/2023,"Natural Capital Partners Americas, LLC","5,776",CER
13/03/2023,"Natural Capital Partners Americas, LLC",26,CER
13/03/2023,"Natural Capital Partners Americas, LLC","5,600",CER
13/03/2023,"Natural Capital Partners Americas, LLC","1,902",CER
13/03/2023,"Natural Capital Partners Americas, LLC",200,CER
13/03/2023,"Natural Capital Partners Americas, LLC",215,CER
13/03/2023,"Natural Capital Partners Americas, LLC","2,500",CER
13/03/2023,"Natural Capital Partners Americas, LLC","5,000",CER
13/03/2023,"Natural Capital Partners Americas, LLC","1,888",CER
13/03/2023,"Natural Capital Partners Americas, LLC","8,276",CER
13/03/2023,"Natural Capital Partners Americas, LLC",2,CER
13/03/2023,"Natural Capital Partners Americas, LLC","150,694",CER
13/03/2023,"Natural Capital Partners Americas, LLC","20,000",CER
13/03/2023,"Natural Capital Partners Americas, LLC",75,CER
13/03/2023,"Natural Capital Partners Americas, LLC","2,117",CER
13/03/2023,"Natural Capital Partners Americas, LLC",154,CER
13/03/2023,"Natural Capital Partners Americas, LLC","19,163",CER
13/03/2023,"Natural Capital Partners Americas, LLC","1,950",CER
13/03/2023,"Natural Capital Partners Americas, LLC","2,406",CER
13/03/2023,"Natural Capital Partners Americas, LLC",150,CER
13/03/2023,"Natural Capital Partners Americas, LLC","1,742",CER
13/03/2023,"Natural Capital Partners Americas, LLC",128,CER
13/03/2023,"Natural Capital Partners Americas, LLC",383,CER
10/03/2023,Tasman Environmental Markets Pty Ltd,"2,497",CER
10/03/2023,Tasman Environmental Markets Pty Ltd,750,KACCU
10/03/2023,Tasman Environmental Markets Pty Ltd,"47,651",CER
10/03/2023,"Natural Capital Partners Americas, LLC","12,180",CER
09/03/2023,CARBON NEUTRAL PTY LTD,185,CER
09/03/2023,BETACARBON PTY LTD,12,KACCU
09/03/2023,Tasman Environmental Markets Pty Ltd,"10,591",KACCU
09/03/2023,"Natural Capital Partners Americas, LLC","2,333",CER
09/03/2023,"Natural Capital Partners Americas, LLC",861,CER
08/03/2023,CARBON NEUTRAL PTY LTD,35,CER
08/03/2023,BETACARBON PTY LTD,983,KACCU
08/03/2023,Commonwealth Bank of Australia,5,KACCU
08/03/2023,"Natural Capital Partners Americas, LLC",401,CER
08/03/2023,BETACARBON PTY LTD,90,KACCU
08/03/2023,"Natural Capital Partners Americas, LLC",219,CER
08/03/2023,"Natural Capital Partners Americas, LLC","1,925",CER
08/03/2023,"Natural Capital Partners Americas, LLC",8,CER
08/03/2023,"Natural Capital Partners Americas, LLC",160,CER
08/03/2023,"Natural Capital Partners Americas, LLC",228,CER
07/03/2023,South Pole Australia Financial Services Pty Ltd,245,KACCU
07/03/2023,"Natural Capital Partners Americas, LLC",112,CER
06/03/2023,Tasman Environmental Markets Pty Ltd,540,KACCU
03/03/2023,EKI Energy Services Limited,"2,900",CER
03/03/2023,Corporate Carbon Advisory Pty Ltd,7,KACCU
03/03/2023,Tasman Environmental Markets Pty Ltd,"2,000",KACCU
02/03/2023,CARBON NEUTRAL PTY LTD,500,CER
02/03/2023,CARBON NEUTRAL PTY LTD,65,KACCU
02/03/2023,CARBON NEUTRAL PTY LTD,625,CER
02/03/2023,BETACARBON PTY LTD,540,KACCU
02/03/2023,"Natural Capital Partners Americas, LLC",69,CER
02/03/2023,"Natural Capital Partners Americas, LLC","6,200",CER
02/03/2023,"Natural Capital Partners Americas, LLC","1,030",CER
02/03/2023,"Natural Capital Partners Americas, LLC",865,CER
02/03/2023,"Natural Capital Partners Americas, LLC","12,150",CER
02/03/2023,"Natural Capital Partners Americas, LLC",23,CER
02/03/2023,"Natural Capital Partners Americas, LLC",68,CER
02/03/2023,"Natural Capital Partners Americas, LLC",48,CER
02/03/2023,"Natural Capital Partners Americas, LLC",41,CER
02/03/2023,"Natural Capital Partners Americas, LLC",233,CER
02/03/2023,"Natural Capital Partners Americas, LLC",160,CER
02/03/2023,"Natural Capital Partners Americas, LLC",20,CER
02/03/2023,"Natural Capital Partners Americas, LLC",359,CER
02/03/2023,"Natural Capital Partners Americas, LLC",296,CER
02/03/2023,"Natural Capital Partners Americas, LLC",88,CER
02/03/2023,"Natural Capital Partners Americas, LLC",66,CER
02/03/2023,"Natural Capital Partners Americas, LLC",140,CER
02/03/2023,"Natural Capital Partners Americas, LLC",13,CER
02/03/2023,"Natural Capital Partners Americas, LLC",262,CER
01/03/2023,Corporate Carbon Advisory Pty Ltd,10,KACCU
01/03/2023,Corporate Carbon Advisory Pty Ltd,76,KACCU
01/03/2023,BETACARBON PTY LTD,30,KACCU
28/02/2023,Tasman Environmental Markets Australia Pty Ltd,74,KACCU
28/02/2023,Carbonhalo Pty Ltd,5,KACCU
28/02/2023,Carbonhalo Pty Ltd,49,KACCU
23/02/2023,SG OPTION FUNDS PTY LTD,100,KACCU
21/02/2023,Carbon Financial Services Pty. Ltd.,"2,727",KACCU
21/02/2023,CARBON NEUTRAL PTY LTD,"4,374",CER
21/02/2023,Corporate Carbon Advisory Pty Ltd,354,KACCU
20/02/2023,Tasman Environmental Markets Australia Pty Ltd,85,CER
20/02/2023,Tasman Environmental Markets Australia Pty Ltd,5,KACCU
17/02/2023,Terra Carbon Pty Ltd,568,KACCU
17/02/2023,Terra Carbon Pty Ltd,42,KACCU
15/02/2023,ENERGYLINK SERVICES PTY LTD,800,KACCU
15/02/2023,Enviro-Mark Solutions Limited,15,CER
15/02/2023,Enviro-Mark Solutions Limited,9,CER
14/02/2023,Attunga Carbon & Enviro Fund,377,KACCU
13/02/2023,Carbon Financial Services Pty. Ltd.,"1,500",KACCU
13/02/2023,Tasman Environmental Markets Australia Pty Ltd,"1,252",CER
13/02/2023,Tasman Environmental Markets Pty Ltd,152,KACCU
13/02/2023,Tasman Environmental Markets Pty Ltd,"2,893",CER
13/02/2023,Tasman Environmental Markets Australia Pty Ltd,907,CER
13/02/2023,The Sigma Global Company Pty Limited,800,CER
10/02/2023,CARBON NEUTRAL PTY LTD,102,CER
10/02/2023,Tasman Environmental Markets Pty Ltd,437,CER
09/02/2023,South Pole Australia Financial Services Pty Ltd,"2,000",KACCU
09/02/2023,CARBON NEUTRAL PTY LTD,539,CER
09/02/2023,CARBON NEUTRAL PTY LTD,104,CER
09/02/2023,CARBON NEUTRAL PTY LTD,50,KACCU
08/02/2023,CARBON NEUTRAL PTY LTD,35,CER
08/02/2023,CARBON NEUTRAL PTY LTD,232,CER
08/02/2023,CARBON NEUTRAL PTY LTD,"6,662",CER
08/02/2023,Tasman Environmental Markets Pty Ltd,689,KACCU
08/02/2023,Tasman Environmental Markets Pty Ltd,"2,298",CER
08/02/2023,BETACARBON PTY LTD,8,KACCU
08/02/2023,Commonwealth Bank of Australia,8,KACCU
08/02/2023,Perenia Pty Ltd,"5,384",CER
07/02/2023,CARBON NEUTRAL PTY LTD,400,CER
07/02/2023,Tasman Environmental Markets Australia Pty Ltd,227,KACCU
07/02/2023,CARBON NEUTRAL PTY LTD,35,CER
06/02/2023,CARBON NEUTRAL PTY LTD,76,CER
06/02/2023,Aboriginal Carbon Fund Limited,325,KACCU
04/02/2023,"Natural Capital Partners Americas, LLC","8,671",CER
04/02/2023,"Natural Capital Partners Americas, LLC","74,856",CER
04/02/2023,"Natural Capital Partners Americas, LLC","13,632",CER
04/02/2023,"Natural Capital Partners Americas, LLC","57,435",CER
03/02/2023,CARBON NEUTRAL PTY LTD,597,CER
03/02/2023,CARBON NEUTRAL PTY LTD,90,CER
03/02/2023,Tasman Environmental Markets Pty Ltd,"2,986",CER
03/02/2023,Tasman Environmental Markets Australia Pty Ltd,"2,500",KACCU
02/02/2023,CARBON NEUTRAL PTY LTD,70,CER
02/02/2023,CARBON NEUTRAL PTY LTD,40,CER
02/02/2023,Tasman Environmental Markets Pty Ltd,"52,648",KACCU
02/02/2023,Tasman Environmental Markets Pty Ltd,"11,092",CER
01/02/2023,SHELL EASTERN TRADING (PTE) LTD.,"1,500",KACCU
01/02/2023,CARBON NEUTRAL PTY LTD,230,CER
01/02/2023,Tasman Environmental Markets Pty Ltd,652,KACCU
01/02/2023,Tasman Environmental Markets Pty Ltd,"2,173",CER
01/02/2023,CARBON NEUTRAL PTY LTD,30,CER
31/01/2023,CARBON NEUTRAL PTY LTD,362,CER
31/01/2023,CARBON NEUTRAL PTY LTD,150,CER
31/01/2023,Tasman Environmental Markets Australia Pty Ltd,25,KACCU
31/01/2023,Tasman Environmental Markets Australia Pty Ltd,26,CER
31/01/2023,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
31/01/2023,"Natural Capital Partners Americas, LLC","307,468",CER
30/01/2023,Tasman Environmental Markets Pty Ltd,23,KACCU
30/01/2023,Tasman Environmental Markets Pty Ltd,108,CER
30/01/2023,Tasman Environmental Markets Pty Ltd,160,KACCU
30/01/2023,Tasman Environmental Markets Pty Ltd,"3,030",CER
30/01/2023,Tasman Environmental Markets Pty Ltd,"5,914",CER
30/01/2023,Tasman Environmental Markets Pty Ltd,153,KACCU
30/01/2023,Aboriginal Carbon Fund Limited,150,KACCU
30/01/2023,Carbonhalo Pty Ltd,4,KACCU
27/01/2023,Corporate Carbon Advisory Pty Ltd,352,KACCU
27/01/2023,Tasman Environmental Markets Pty Ltd,8,KACCU
27/01/2023,Tasman Environmental Markets Pty Ltd,146,CER
27/01/2023,Tasman Environmental Markets Pty Ltd,91,KACCU
27/01/2023,Tasman Environmental Markets Pty Ltd,"1,738",CER
26/01/2023,Aboriginal Carbon Fund Limited,5,KACCU
26/01/2023,"Natural Capital Partners Americas, LLC","155,225",CER
25/01/2023,CARBON NEUTRAL PTY LTD,35,CER
25/01/2023,CARBON NEUTRAL PTY LTD,303,CER
25/01/2023,Tasman Environmental Markets Australia Pty Ltd,300,CER
24/01/2023,CARBON NEUTRAL PTY LTD,796,CER
24/01/2023,CARBON NEUTRAL PTY LTD,200,CER
24/01/2023,Tasman Environmental Markets Pty Ltd,14,KACCU
24/01/2023,Tasman Environmental Markets Pty Ltd,270,CER
24/01/2023,Tasman Environmental Markets Pty Ltd,86,KACCU
24/01/2023,Tasman Environmental Markets Pty Ltd,"1,637",CER
20/01/2023,Aboriginal Carbon Fund Limited,203,KACCU
19/01/2023,CARBON NEUTRAL PTY LTD,200,CER
19/01/2023,CARBON NEUTRAL PTY LTD,51,CER
19/01/2023,CARBON NEUTRAL PTY LTD,218,CER
19/01/2023,CARBON NEUTRAL PTY LTD,35,CER
19/01/2023,Tasman Environmental Markets Australia Pty Ltd,5,KACCU
18/01/2023,Tasman Environmental Markets Pty Ltd,"1,093",KACCU
18/01/2023,"Natural Capital Partners Americas, LLC","2,333",CER
17/01/2023,CARBON NEUTRAL PTY LTD,16,CER
17/01/2023,BETACARBON PTY LTD,119,KACCU
16/01/2023,GAIA INVESTMENTS (AUST) PTY LTD,50,KACCU
12/01/2023,Ozwide Energy Group Pty Ltd,15,KACCU
12/01/2023,Jarden Australia Pty Ltd,200,KACCU
12/01/2023,Commonwealth Bank of Australia,6,KACCU
12/01/2023,Aboriginal Carbon Fund Limited,100,KACCU
12/01/2023,Aboriginal Carbon Fund Limited,300,KACCU
10/01/2023,Tasman Environmental Markets Australia Pty Ltd,"1,116",KACCU
10/01/2023,Tasman Environmental Markets Australia Pty Ltd,"5,665",KACCU
10/01/2023,Tasman Environmental Markets Australia Pty Ltd,"1,773",KACCU
10/01/2023,Tasman Environmental Markets Australia Pty Ltd,602,KACCU
10/01/2023,Tasman Environmental Markets Australia Pty Ltd,"5,358",KACCU
10/01/2023,Tasman Environmental Markets Australia Pty Ltd,"1,756",KACCU
10/01/2023,Tasman Environmental Markets Australia Pty Ltd,"5,149",KACCU
09/01/2023,Tasman Environmental Markets Pty Ltd,524,CER
06/01/2023,Tasman Environmental Markets Australia Pty Ltd,500,KACCU
06/01/2023,Virgin Australia Airlines Pty Ltd,"2,481",CER
06/01/2023,Virgin Australia Airlines Pty Ltd,"11,932",CER
06/01/2023,Virgin Australia Airlines Pty Ltd,"11,000",KACCU
05/01/2023,CARBON NEUTRAL PTY LTD,"2,146",CER
29/12/2022,Carbonhalo Pty Ltd,3,KACCU
29/12/2022,Perenia Pty Ltd,"5,950",CER
23/12/2022,Aboriginal Carbon Fund Limited,"2,542",KACCU
23/12/2022,Tasman Environmental Markets Australia Pty Ltd,471,KACCU
23/12/2022,Enviro-Mark Solutions Limited,44,CER
22/12/2022,BETACARBON PTY LTD,150,KACCU
22/12/2022,BETACARBON PTY LTD,100,KACCU
21/12/2022,Tasman Environmental Markets Pty Ltd,"2,188",CER
21/12/2022,Tasman Environmental Markets Pty Ltd,657,KACCU
21/12/2022,LGI Limited,305,KACCU
21/12/2022,CARBON NEUTRAL PTY LTD,547,CER
21/12/2022,South Pole Australia Financial Services Pty Ltd,"2,902",KACCU
21/12/2022,Wanjina-Wunggurr (Native Title) Aboriginal Corporation RNTBC,625,KACCU
21/12/2022,Wanjina-Wunggurr (Native Title) Aboriginal Corporation RNTBC,625,KACCU
21/12/2022,Wanjina-Wunggurr (Native Title) Aboriginal Corporation RNTBC,625,KACCU
21/12/2022,Wanjina-Wunggurr (Native Title) Aboriginal Corporation RNTBC,"3,000",KACCU
20/12/2022,CARBON NEUTRAL PTY LTD,"14,000",CER
20/12/2022,CARBON NEUTRAL PTY LTD,"6,000",CER
20/12/2022,Tasman Environmental Markets Pty Ltd,"1,512",CER
20/12/2022,Tasman Environmental Markets Pty Ltd,80,KACCU
20/12/2022,CARBON NEUTRAL PTY LTD,"1,278",CER
20/12/2022,CARBON NEUTRAL PTY LTD,"1,278",CER
20/12/2022,Terra Carbon Pty Ltd,363,KACCU
20/12/2022,Terra Carbon Pty Ltd,221,KACCU
20/12/2022,South Pole Australia Financial Services Pty Ltd,"3,462",KACCU
19/12/2022,Tasman Environmental Markets Pty Ltd,98,CER
19/12/2022,Tasman Environmental Markets Pty Ltd,276,KACCU
19/12/2022,Tasman Environmental Markets Pty Ltd,275,KACCU
19/12/2022,BETACARBON PTY LTD,119,KACCU
19/12/2022,Tasman Environmental Markets Pty Ltd,"1,834",CER
15/12/2022,"Natural Capital Partners Americas, LLC","2,500",CER
15/12/2022,Carbon Financial Services Pty. Ltd.,"810,696",CER
14/12/2022,EKI Energy Services Limited,"70,208",CER
14/12/2022,CARBON NEUTRAL PTY LTD,252,CER
14/12/2022,CARBON NEUTRAL PTY LTD,"1,063",CER
14/12/2022,Tasman Environmental Markets Australia Pty Ltd,"1,529",CER
14/12/2022,Tasman Environmental Markets Australia Pty Ltd,400,KACCU
14/12/2022,BETACARBON PTY LTD,42,KACCU
14/12/2022,Perenia Pty Ltd,"98,175",CER
13/12/2022,Carbon Financial Services Pty. Ltd.,630,KACCU
13/12/2022,Tasman Environmental Markets Australia Pty Ltd,700,KACCU
13/12/2022,VIRIDIOS CAPITAL PTY LTD,92,KACCU
13/12/2022,CARBON NEUTRAL PTY LTD,615,CER
13/12/2022,Tasman Environmental Markets Pty Ltd,77,CER
13/12/2022,Tasman Environmental Markets Pty Ltd,27,KACCU
13/12/2022,Tasman Environmental Markets Pty Ltd,108,KACCU
13/12/2022,Tasman Environmental Markets Pty Ltd,432,CER
13/12/2022,Tasman Environmental Markets Pty Ltd,"2,742",CER
13/12/2022,Tasman Environmental Markets Pty Ltd,485,KACCU
13/12/2022,South Pole Australia Financial Services Pty Ltd,161,KACCU
13/12/2022,South Pole Australia Financial Services Pty Ltd,"1,000",KACCU
12/12/2022,Tasman Environmental Markets Pty Ltd,"1,550",KACCU
12/12/2022,Perenia Pty Ltd,"7,173",CER
12/12/2022,Carbon Financial Services Pty. Ltd.,500,CER
09/12/2022,Tasman Environmental Markets Pty Ltd,"40,887",CER
09/12/2022,Tasman Environmental Markets Pty Ltd,"31,685",CER
09/12/2022,Tasman Environmental Markets Pty Ltd,442,CER
09/12/2022,Tasman Environmental Markets Pty Ltd,"6,999",CER
09/12/2022,Tasman Environmental Markets Pty Ltd,182,KACCU
09/12/2022,Tasman Environmental Markets Australia Pty Ltd,913,CER
09/12/2022,Tasman Environmental Markets Australia Pty Ltd,196,KACCU
09/12/2022,Tasman Environmental Markets Australia Pty Ltd,530,CER
08/12/2022,BETACARBON PTY LTD,11,KACCU
08/12/2022,Commonwealth Bank of Australia,4,KACCU
08/12/2022,BETACARBON PTY LTD,94,KACCU
07/12/2022,"Natural Capital Partners Americas, LLC","6,128",CER
07/12/2022,CARBON NEUTRAL PTY LTD,121,CER
07/12/2022,CARBON NEUTRAL PTY LTD,590,CER
07/12/2022,CARBON NEUTRAL PTY LTD,472,CER
07/12/2022,CARBON NEUTRAL PTY LTD,35,CER
07/12/2022,Corporate Carbon Advisory Pty Ltd,285,KACCU
06/12/2022,Tasman Environmental Markets Australia Pty Ltd,782,CER
06/12/2022,Tasman Environmental Markets Australia Pty Ltd,223,KACCU
06/12/2022,Tasman Environmental Markets Pty Ltd,98,KACCU
06/12/2022,Perenia Pty Ltd,828,CER
05/12/2022,Tasman Environmental Markets Australia Pty Ltd,209,KACCU
05/12/2022,Brisbane City Council,"28,900",KACCU
05/12/2022,Tasman Environmental Markets Pty Ltd,176,KACCU
02/12/2022,Macquarie Bank Limited,"1,045",KACCU
02/12/2022,Perenia Pty Ltd,"6,360",CER
01/12/2022,SG OPTION FUNDS PTY LTD,3,KACCU
01/12/2022,Carbonhalo Pty Ltd,107,KACCU
01/12/2022,The Sigma Global Company Pty Limited,118,KACCU
01/12/2022,"Natural Capital Partners Americas, LLC","4,721",CER
30/11/2022,CARBON NEUTRAL PTY LTD,55,CER
30/11/2022,The Sigma Global Company Pty Limited,"1,000",CER
29/11/2022,"Natural Capital Partners Americas, LLC","20,000",CER
29/11/2022,CARBON NEUTRAL PTY LTD,75,CER
29/11/2022,CARBON NEUTRAL PTY LTD,38,CER
29/11/2022,Aboriginal Carbon Fund Limited,41,KACCU
28/11/2022,Carbonhalo Pty Ltd,5,KACCU
25/11/2022,Tasman Environmental Markets Australia Pty Ltd,"4,732",CER
25/11/2022,Tasman Environmental Markets Australia Pty Ltd,"1,354",KACCU
25/11/2022,Tasman Environmental Markets Pty Ltd,157,CER
25/11/2022,Tasman Environmental Markets Pty Ltd,4,KACCU
24/11/2022,"Natural Capital Partners Americas, LLC","160,000",CER
24/11/2022,"Natural Capital Partners Americas, LLC","95,000",CER
24/11/2022,"Natural Capital Partners Americas, LLC","70,000",CER
24/11/2022,"Natural Capital Partners Americas, LLC","65,000",CER
24/11/2022,"Natural Capital Partners Americas, LLC","210,000",CER
24/11/2022,"Natural Capital Partners Americas, LLC","420,669",CER
24/11/2022,"Natural Capital Partners Americas, LLC","16,968",CER
24/11/2022,"Natural Capital Partners Americas, LLC","108,663",CER
24/11/2022,"Natural Capital Partners Americas, LLC","6,100",CER
24/11/2022,CARBON NEUTRAL PTY LTD,50,CER
24/11/2022,CARBON NEUTRAL PTY LTD,62,CER
24/11/2022,CARBON NEUTRAL PTY LTD,100,CER
24/11/2022,Corporate Carbon Advisory Pty Ltd,490,KACCU
24/11/2022,"Natural Capital Partners Americas, LLC","1,460",CER
24/11/2022,"Natural Capital Partners Americas, LLC","1,627",CER
24/11/2022,"Natural Capital Partners Americas, LLC","3,288",CER
24/11/2022,"Natural Capital Partners Americas, LLC",78,CER
24/11/2022,"Natural Capital Partners Americas, LLC","5,525",CER
24/11/2022,"Natural Capital Partners Americas, LLC",684,CER
24/11/2022,"Natural Capital Partners Americas, LLC","3,351",CER
24/11/2022,"Natural Capital Partners Americas, LLC","4,805",CER
24/11/2022,"Natural Capital Partners Americas, LLC",713,CER
24/11/2022,"Natural Capital Partners Americas, LLC","9,905",CER
24/11/2022,"Natural Capital Partners Americas, LLC","18,724",CER
24/11/2022,"Natural Capital Partners Americas, LLC","6,370",CER
24/11/2022,"Natural Capital Partners Americas, LLC","5,628",CER
24/11/2022,"Natural Capital Partners Americas, LLC",781,CER
24/11/2022,"Natural Capital Partners Americas, LLC","6,000",CER
23/11/2022,The Sigma Global Company Pty Limited,180,KACCU
22/11/2022,South Pole Australia Financial Services Pty Ltd,"2,460",KACCU
22/11/2022,South Pole Australia Financial Services Pty Ltd,"5,640",KACCU
21/11/2022,Tasman Environmental Markets Australia Pty Ltd,"5,110",CER
21/11/2022,Tasman Environmental Markets Australia Pty Ltd,"1,460",KACCU
21/11/2022,Tasman Environmental Markets Australia Pty Ltd,"1,549",CER
21/11/2022,Carbon Financial Services Pty. Ltd.,50,KACCU
21/11/2022,Carbon Financial Services Pty. Ltd.,50,KACCU
18/11/2022,CARBON NEUTRAL PTY LTD,78,CER
18/11/2022,CARBON NEUTRAL PTY LTD,60,KACCU
18/11/2022,Tasman Environmental Markets Australia Pty Ltd,500,KACCU
18/11/2022,ALINTA ENERGY CEA TRADING PTY LTD,"2,214",KACCU
18/11/2022,Terra Carbon Pty Ltd,26,KACCU
18/11/2022,POINT ZERO INTERNATIONAL PTY LTD,"2,500",KACCU
18/11/2022,Enviro-Mark Solutions Limited,635,CER
18/11/2022,Enviro-Mark Solutions Limited,11,CER
18/11/2022,Enviro-Mark Solutions Limited,9,CER
18/11/2022,Enviro-Mark Solutions Limited,14,CER
18/11/2022,Enviro-Mark Solutions Limited,120,CER
18/11/2022,Enviro-Mark Solutions Limited,560,CER
18/11/2022,Enviro-Mark Solutions Limited,50,CER
18/11/2022,Enviro-Mark Solutions Limited,503,CER
18/11/2022,Enviro-Mark Solutions Limited,3,CER
17/11/2022,Climate Friendly Financial Solutions Pty Limited,501,KACCU
16/11/2022,"Natural Capital Partners Americas, LLC","25,000",CER
16/11/2022,CARBON NEUTRAL PTY LTD,57,CER
16/11/2022,CARBON NEUTRAL PTY LTD,365,CER
16/11/2022,Tasman Environmental Markets Australia Pty Ltd,300,KACCU
16/11/2022,CARBON NEUTRAL PTY LTD,35,CER
16/11/2022,Tasman Environmental Markets Pty Ltd,"9,717",CER
16/11/2022,Tasman Environmental Markets Pty Ltd,"10,798",KACCU
15/11/2022,CARBON NEUTRAL PTY LTD,45,CER
15/11/2022,CARBON NEUTRAL PTY LTD,16,CER
15/11/2022,Corporate Carbon Advisory Pty Ltd,"1,322",KACCU
14/11/2022,Tasman Environmental Markets Australia Pty Ltd,285,KACCU
14/11/2022,Shell Energy Retail Pty Ltd,"3,100",KACCU
14/11/2022,BETACARBON PTY LTD,119,KACCU
11/11/2022,"Natural Capital Partners Americas, LLC",200,CER
11/11/2022,"Natural Capital Partners Americas, LLC","34,000",CER
11/11/2022,Aboriginal Carbon Fund Limited,750,KACCU
11/11/2022,Aboriginal Carbon Fund Limited,57,KACCU
11/11/2022,"Natural Capital Partners Americas, LLC",847,CER
11/11/2022,"Natural Capital Partners Americas, LLC","1,275",CER
11/11/2022,"Natural Capital Partners Americas, LLC","1,848",CER
11/11/2022,"Natural Capital Partners Americas, LLC","2,076",CER
11/11/2022,"Natural Capital Partners Americas, LLC",75,CER
11/11/2022,"Natural Capital Partners Americas, LLC",620,CER
11/11/2022,"Natural Capital Partners Americas, LLC","1,000",CER
11/11/2022,"Natural Capital Partners Americas, LLC","2,000",CER
